ProductID,Date,SalesVolume,SalesValue,StoreCode,StoreWarehouse,Currency
kesf-3214,2022-12-22,5,2687.62,4,4,USD
PjPH-0464,2022-12-22,3,282.14,4,4,USD
iSdd-1425,2022-12-22,5,2684.52,3,2,GBP
FqqV-5844,2022-12-22,1,591.78,1,1,USD
dbQE-0005,2022-12-22,2,331.91,2,2,USD
oLnE-4952,2022-12-22,1,1032.82,2,2,GBP
vBQD-6291,2022-12-22,4,1646.33,4,4,GBP
vsRH-2960,2022-12-22,9,3450.7,2,2,GBP
CqnW-1495,2022-12-22,1,1081.13,3,1,GBP
VssK-1055,2022-12-22,0,0.0,3,3,GBP
JRVf-4313,2022-12-22,8,3072.87,4,2,USD
GSmB-5775,2022-12-22,6,1502.85,2,2,GBP
BvMp-9178,2022-12-22,7,2290.11,2,2,GBP
JEDL-6798,2022-12-22,6,6125.67,1,2,GBP
olFd-0300,2022-12-22,4,1346.35,2,2,GBP
fboh-5937,2022-12-22,9,10700.84,3,2,EUR
Qudx-2448,2022-12-22,3,520.26,2,2,USD
pFXC-0459,2022-12-22,10,8216.27,4,3,USD
itrC-5597,2022-12-22,10,7531.29,1,1,GBP
Sxre-2030,2022-12-22,5,5690.12,4,4,USD
QuUl-8749,2022-12-22,0,0.0,2,2,USD
tyeC-2254,2022-12-22,9,4984.32,3,3,GBP
srps-7972,2022-12-22,5,1387.02,4,3,USD
xLCp-0759,2022-12-22,8,5319.7,1,1,EUR
qdZH-9877,2022-12-22,3,3611.38,2,2,EUR
Pwga-7746,2022-12-22,9,1200.28,2,2,EUR
nmSW-6668,2022-12-22,4,298.8,2,2,EUR
pQxM-8871,2022-12-22,1,651.66,2,2,USD
EmjK-9178,2022-12-22,9,4202.98,3,3,GBP
bhAn-0398,2022-12-22,5,1694.5,2,2,GBP
mKgk-2456,2022-12-22,9,9023.31,4,4,EUR
iANi-3516,2022-12-22,3,1319.41,1,1,EUR
mgMq-8367,2022-12-22,9,2004.88,2,2,GBP
gipK-3736,2022-12-22,9,7976.71,3,3,USD
Qckn-7988,2022-12-22,10,4849.89,2,2,USD
XXGf-8148,2022-12-22,5,3506.82,2,2,EUR
Qcfv-0534,2022-12-22,3,733.84,2,2,USD
ByEE-7591,2022-12-22,8,3762.47,2,2,USD
uaKQ-3184,2022-12-22,4,1716.18,1,1,EUR
KaAC-7684,2022-12-22,6,4929.57,2,2,EUR
yNlO-5615,2022-12-22,5,1458.92,4,4,USD
ZmiX-0179,2022-12-22,5,452.77,2,2,GBP
KjCa-8653,2022-12-22,2,1209.85,4,4,EUR
YQtf-4263,2022-12-22,1,195.88,3,3,USD
jpYY-1718,2022-12-22,10,305.09,1,4,USD
jHXL-6684,2022-12-22,0,0.0,2,2,GBP
PtAZ-7396,2022-12-22,2,2443.83,1,1,USD
qJVw-4883,2022-12-22,10,6312.33,1,1,GBP
xPlc-7505,2022-12-22,4,3375.26,3,3,GBP
ffQc-3545,2022-12-22,5,1554.74,2,2,USD
ENPS-8428,2022-12-22,0,0.0,4,4,EUR
ykBI-9130,2022-12-22,0,0.0,3,3,EUR
Uxje-5116,2022-12-22,6,95.31,2,2,GBP
cZvj-4585,2022-12-22,2,1488.71,1,1,USD
pSMh-5512,2022-12-22,2,2120.22,4,4,USD
rPXg-4909,2022-12-22,3,1865.06,4,4,GBP
gceD-3109,2022-12-22,5,4643.8,2,2,EUR
iENE-7522,2022-12-22,9,4860.94,3,3,GBP
nOVR-9039,2022-12-22,7,3870.6,2,4,USD
TmyU-6402,2022-12-22,1,540.06,2,2,EUR
TNhb-4983,2022-12-23,2,906.62,4,4,EUR
EeGw-2311,2022-12-23,2,1331.78,3,3,USD
TMCG-0242,2022-12-23,8,1672.9,4,4,EUR
gIiQ-2116,2022-12-23,9,1693.03,1,1,USD
cJWa-0807,2022-12-23,1,453.43,4,4,EUR
lWZz-9346,2022-12-23,2,469.24,2,3,GBP
gRXB-6769,2022-12-23,4,2835.77,2,2,GBP
FHDB-7612,2022-12-23,0,0.0,2,2,GBP
PrAk-5848,2022-12-23,4,4233.46,1,1,USD
aBYF-1453,2022-12-23,8,353.72,1,3,EUR
PZkY-5733,2022-12-23,4,4080.14,1,1,USD
MFjW-4530,2022-12-23,7,7290.79,2,2,USD
KnIO-4202,2022-12-23,5,2877.49,1,1,GBP
XuQi-1451,2022-12-23,8,1172.85,4,4,GBP
BXBD-2124,2022-12-23,10,5267.39,1,1,EUR
hQOf-3394,2022-12-23,9,5480.36,4,4,GBP
zaCb-2951,2022-12-23,1,16.57,2,2,USD
hYGp-7829,2022-12-23,6,4667.06,4,4,EUR
tAWl-3059,2022-12-23,4,4100.22,4,2,EUR
lmCx-8612,2022-12-23,5,3414.77,3,3,EUR
cNHs-9823,2022-12-23,6,4497.42,2,2,USD
JUty-1496,2022-12-23,10,12243.33,4,4,USD
UuJy-2778,2022-12-23,4,484.33,2,2,GBP
gjvV-5791,2022-12-23,8,1265.76,2,2,EUR
suOu-7663,2022-12-23,6,4815.66,3,3,EUR
cYGL-4043,2022-12-23,5,2606.78,2,2,GBP
IFMD-9485,2022-12-23,6,2823.88,3,3,GBP
ieuz-8185,2022-12-23,6,2887.59,1,1,USD
CfGy-8724,2022-12-23,2,1285.56,4,4,USD
JkYE-9181,2022-12-23,3,948.22,3,3,USD
RfpW-0883,2022-12-23,4,786.04,1,1,EUR
xbeQ-5457,2022-12-23,5,4492.51,1,1,EUR
QFlZ-8238,2022-12-23,7,656.36,2,2,USD
gyuN-0507,2022-12-23,7,4673.36,1,1,USD
fUTs-1829,2022-12-23,2,1885.11,2,2,EUR
QIDP-4657,2022-12-23,4,3151.96,1,1,USD
DhcP-9264,2022-12-23,7,363.42,4,4,GBP
JezU-6048,2022-12-23,6,4547.72,2,2,EUR
tkLW-4029,2022-12-23,3,161.25,1,1,USD
joyz-4282,2022-12-23,7,4809.12,4,4,USD
kesf-3214,2022-12-23,10,4636.48,2,2,USD
PjPH-0464,2022-12-23,2,172.64,1,3,USD
iSdd-1425,2022-12-23,10,5439.29,2,2,GBP
FqqV-5844,2022-12-23,4,2231.0,1,1,GBP
dbQE-0005,2022-12-23,8,1233.4,3,3,USD
oLnE-4952,2022-12-23,2,1906.71,3,3,GBP
vBQD-6291,2022-12-23,4,1574.48,1,1,GBP
vsRH-2960,2022-12-23,5,1946.89,2,1,GBP
CqnW-1495,2022-12-23,8,8972.0,4,4,EUR
VssK-1055,2022-12-23,9,6836.29,1,1,GBP
JRVf-4313,2022-12-23,7,2884.41,1,1,USD
GSmB-5775,2022-12-23,4,1055.88,4,4,USD
BvMp-9178,2022-12-23,2,715.41,4,2,GBP
JEDL-6798,2022-12-23,8,8996.39,4,4,GBP
olFd-0300,2022-12-23,4,1512.62,3,3,USD
fboh-5937,2022-12-23,5,6103.0,3,3,USD
Qudx-2448,2022-12-23,6,979.97,3,3,EUR
pFXC-0459,2022-12-23,8,7242.05,3,3,GBP
itrC-5597,2022-12-23,6,4272.46,2,2,USD
Sxre-2030,2022-12-23,8,9124.89,2,2,EUR
QuUl-8749,2022-12-23,9,10781.6,1,1,EUR
tyeC-2254,2022-12-23,3,1481.62,2,4,GBP
srps-7972,2022-12-23,7,1833.33,2,2,USD
xLCp-0759,2022-12-23,6,4220.18,3,4,EUR
qdZH-9877,2022-12-23,6,6434.16,3,3,USD
Pwga-7746,2022-12-23,7,879.4,3,3,USD
nmSW-6668,2022-12-23,1,75.56,2,2,USD
pQxM-8871,2022-12-23,2,1205.38,2,2,EUR
EmjK-9178,2022-12-23,9,4047.31,1,3,EUR
bhAn-0398,2022-12-23,3,1089.75,3,3,USD
mKgk-2456,2022-12-23,1,995.24,3,3,EUR
iANi-3516,2022-12-23,8,3878.83,1,1,EUR
mgMq-8367,2022-12-23,1,226.04,4,2,GBP
gipK-3736,2022-12-23,0,0.0,2,2,EUR
Qckn-7988,2022-12-23,2,923.01,4,4,EUR
XXGf-8148,2022-12-23,4,3055.08,1,1,USD
Qcfv-0534,2022-12-23,5,1095.54,1,1,GBP
ByEE-7591,2022-12-23,10,4790.24,4,4,EUR
uaKQ-3184,2022-12-23,9,3849.03,4,4,GBP
KaAC-7684,2022-12-23,1,819.85,2,2,GBP
yNlO-5615,2022-12-23,0,0.0,1,3,EUR
ZmiX-0179,2022-12-23,0,0.0,2,2,USD
KjCa-8653,2022-12-23,3,1857.14,1,1,GBP
YQtf-4263,2022-12-23,5,925.92,4,4,GBP
jpYY-1718,2022-12-23,10,331.23,4,4,USD
jHXL-6684,2022-12-23,3,2931.15,4,2,USD
PtAZ-7396,2022-12-23,3,3573.87,4,4,EUR
qJVw-4883,2022-12-23,8,5348.15,3,3,EUR
xPlc-7505,2022-12-23,2,1732.65,3,3,EUR
ffQc-3545,2022-12-23,8,2604.07,1,1,GBP
ENPS-8428,2022-12-23,3,140.43,1,1,EUR
ykBI-9130,2022-12-23,8,770.93,4,4,USD
Uxje-5116,2022-12-23,10,173.68,4,4,USD
cZvj-4585,2022-12-23,0,0.0,3,3,EUR
pSMh-5512,2022-12-23,2,1891.66,1,2,GBP
rPXg-4909,2022-12-23,3,1905.29,1,1,EUR
gceD-3109,2022-12-23,9,7693.88,1,4,EUR
iENE-7522,2022-12-23,8,4855.81,2,2,EUR
nOVR-9039,2022-12-23,5,2862.69,1,1,GBP
TmyU-6402,2022-12-23,9,4370.0,2,2,GBP
TNhb-4983,2022-12-24,10,4424.14,1,1,EUR
EeGw-2311,2022-12-24,7,5251.9,4,2,EUR
TMCG-0242,2022-12-24,8,1553.34,3,3,USD
gIiQ-2116,2022-12-24,2,407.35,4,4,EUR
cJWa-0807,2022-12-24,4,1700.54,4,4,EUR
lWZz-9346,2022-12-24,5,1075.06,3,3,EUR
gRXB-6769,2022-12-24,9,6434.78,4,4,EUR
FHDB-7612,2022-12-24,10,5026.91,1,1,GBP
PrAk-5848,2022-12-24,10,9887.65,1,4,USD
aBYF-1453,2022-12-24,3,142.77,1,1,USD
PZkY-5733,2022-12-24,3,3199.41,1,1,USD
MFjW-4530,2022-12-24,9,10852.92,1,1,USD
KnIO-4202,2022-12-24,6,3077.99,2,2,EUR
XuQi-1451,2022-12-24,4,544.82,3,3,EUR
BXBD-2124,2022-12-24,6,2946.92,2,2,EUR
hQOf-3394,2022-12-24,10,5604.41,4,4,USD
zaCb-2951,2022-12-24,0,0.0,1,1,GBP
hYGp-7829,2022-12-24,9,6235.63,2,3,USD
tAWl-3059,2022-12-24,10,11375.9,2,2,GBP
lmCx-8612,2022-12-24,9,6162.91,4,4,USD
cNHs-9823,2022-12-24,1,739.3,4,4,EUR
JUty-1496,2022-12-24,5,5980.74,2,2,EUR
UuJy-2778,2022-12-24,8,988.74,3,1,USD
gjvV-5791,2022-12-24,1,161.88,1,1,USD
suOu-7663,2022-12-24,10,8650.49,1,1,GBP
cYGL-4043,2022-12-24,7,3479.4,1,1,GBP
IFMD-9485,2022-12-24,10,5292.07,1,1,USD
ieuz-8185,2022-12-24,5,2606.67,1,1,USD
CfGy-8724,2022-12-24,5,3360.9,3,3,USD
JkYE-9181,2022-12-24,2,695.74,1,4,GBP
RfpW-0883,2022-12-24,3,586.19,1,1,USD
xbeQ-5457,2022-12-24,0,0.0,2,2,EUR
QFlZ-8238,2022-12-24,0,0.0,2,2,EUR
gyuN-0507,2022-12-24,2,1366.47,3,3,EUR
fUTs-1829,2022-12-24,7,6807.36,2,2,USD
QIDP-4657,2022-12-24,5,3894.01,3,1,GBP
DhcP-9264,2022-12-24,10,532.47,2,2,GBP
JezU-6048,2022-12-24,7,5285.3,2,2,GBP
tkLW-4029,2022-12-24,10,525.91,1,1,GBP
joyz-4282,2022-12-24,0,0.0,4,4,GBP
kesf-3214,2022-12-24,4,1974.11,4,4,GBP
PjPH-0464,2022-12-24,5,430.47,2,2,GBP
iSdd-1425,2022-12-24,1,601.67,2,4,GBP
FqqV-5844,2022-12-24,4,2173.45,2,2,EUR
dbQE-0005,2022-12-24,2,320.07,2,2,EUR
oLnE-4952,2022-12-24,0,0.0,4,4,USD
vBQD-6291,2022-12-24,0,0.0,4,4,USD
vsRH-2960,2022-12-24,5,2106.75,2,2,USD
CqnW-1495,2022-12-24,10,10895.47,3,3,GBP
VssK-1055,2022-12-24,0,0.0,3,3,USD
JRVf-4313,2022-12-24,5,2056.59,3,3,GBP
GSmB-5775,2022-12-24,2,508.77,2,2,USD
BvMp-9178,2022-12-24,1,327.23,1,1,USD
JEDL-6798,2022-12-24,1,1135.8,3,3,USD
olFd-0300,2022-12-24,7,2765.06,2,2,USD
fboh-5937,2022-12-24,2,2190.59,4,4,EUR
Qudx-2448,2022-12-24,7,1100.2,3,3,EUR
pFXC-0459,2022-12-24,1,876.3,1,1,EUR
itrC-5597,2022-12-24,2,1421.74,3,3,USD
Sxre-2030,2022-12-24,1,1033.85,3,3,GBP
QuUl-8749,2022-12-24,2,2361.26,4,4,EUR
tyeC-2254,2022-12-24,0,0.0,2,2,USD
srps-7972,2022-12-24,10,2766.06,2,2,GBP
xLCp-0759,2022-12-24,9,6399.3,4,4,EUR
qdZH-9877,2022-12-24,10,10339.48,2,2,GBP
Pwga-7746,2022-12-24,9,1106.0,4,4,GBP
nmSW-6668,2022-12-24,5,397.62,2,2,GBP
pQxM-8871,2022-12-24,10,6060.79,1,1,GBP
EmjK-9178,2022-12-24,5,2036.3,2,2,EUR
bhAn-0398,2022-12-24,8,3078.75,2,1,GBP
mKgk-2456,2022-12-24,4,4034.51,4,3,EUR
iANi-3516,2022-12-24,1,443.02,2,2,GBP
mgMq-8367,2022-12-24,5,1189.22,3,3,GBP
gipK-3736,2022-12-24,0,0.0,2,2,USD
Qckn-7988,2022-12-24,8,3630.73,2,2,GBP
XXGf-8148,2022-12-24,0,0.0,3,3,EUR
Qcfv-0534,2022-12-24,8,1995.95,1,1,USD
ByEE-7591,2022-12-24,4,2103.88,2,2,GBP
uaKQ-3184,2022-12-24,0,0.0,1,1,GBP
KaAC-7684,2022-12-24,8,6308.67,3,3,GBP
yNlO-5615,2022-12-24,7,2329.47,4,4,GBP
ZmiX-0179,2022-12-24,1,99.82,1,1,EUR
KjCa-8653,2022-12-24,8,5277.64,3,3,EUR
YQtf-4263,2022-12-24,1,202.42,3,3,EUR
jpYY-1718,2022-12-24,7,209.13,3,3,EUR
jHXL-6684,2022-12-24,5,5245.25,3,3,EUR
PtAZ-7396,2022-12-24,0,0.0,3,3,GBP
qJVw-4883,2022-12-24,6,4026.53,4,4,GBP
xPlc-7505,2022-12-24,10,9110.01,2,2,GBP
ffQc-3545,2022-12-24,5,1610.2,4,3,GBP
ENPS-8428,2022-12-24,0,0.0,4,4,GBP
ykBI-9130,2022-12-24,6,664.01,4,4,USD
Uxje-5116,2022-12-24,2,33.12,4,4,GBP
cZvj-4585,2022-12-24,9,5845.27,2,2,USD
pSMh-5512,2022-12-24,10,10356.42,4,4,GBP
rPXg-4909,2022-12-24,3,1867.79,4,4,GBP
gceD-3109,2022-12-24,5,4141.99,4,4,GBP
iENE-7522,2022-12-24,4,2446.36,2,2,EUR
nOVR-9039,2022-12-24,1,557.19,3,3,GBP
TmyU-6402,2022-12-24,6,3436.85,4,4,USD
TNhb-4983,2022-12-25,7,3482.26,2,2,GBP
EeGw-2311,2022-12-25,1,688.28,2,4,GBP
TMCG-0242,2022-12-25,7,1367.71,3,3,USD
gIiQ-2116,2022-12-25,0,0.0,1,1,EUR
cJWa-0807,2022-12-25,8,3257.48,1,1,EUR
lWZz-9346,2022-12-25,9,1948.2,1,1,EUR
gRXB-6769,2022-12-25,10,7623.83,4,4,EUR
FHDB-7612,2022-12-25,8,3705.87,4,4,GBP
PrAk-5848,2022-12-25,8,8650.08,3,3,GBP
aBYF-1453,2022-12-25,1,47.23,1,1,GBP
PZkY-5733,2022-12-25,1,981.43,4,4,GBP
MFjW-4530,2022-12-25,10,11358.32,1,1,EUR
KnIO-4202,2022-12-25,1,512.4,4,4,GBP
XuQi-1451,2022-12-25,1,153.22,2,2,EUR
BXBD-2124,2022-12-25,1,518.4,4,3,USD
hQOf-3394,2022-12-25,3,1620.43,1,1,GBP
zaCb-2951,2022-12-25,10,167.79,4,4,EUR
hYGp-7829,2022-12-25,1,777.65,2,2,GBP
tAWl-3059,2022-12-25,1,1059.49,3,3,USD
lmCx-8612,2022-12-25,9,6119.43,3,3,EUR
cNHs-9823,2022-12-25,3,2436.34,2,2,GBP
JUty-1496,2022-12-25,5,6125.9,2,3,GBP
UuJy-2778,2022-12-25,9,1006.16,4,4,USD
gjvV-5791,2022-12-25,5,750.72,4,4,USD
suOu-7663,2022-12-25,6,5054.34,4,1,EUR
cYGL-4043,2022-12-25,6,3031.75,2,2,EUR
IFMD-9485,2022-12-25,1,461.4,1,1,USD
ieuz-8185,2022-12-25,2,1014.52,3,3,EUR
CfGy-8724,2022-12-25,3,1815.9,2,4,GBP
JkYE-9181,2022-12-25,0,0.0,1,1,USD
RfpW-0883,2022-12-25,9,1878.06,2,2,EUR
xbeQ-5457,2022-12-25,4,4031.85,4,4,GBP
QFlZ-8238,2022-12-25,10,1110.6,4,4,GBP
gyuN-0507,2022-12-25,8,5215.14,2,2,USD
fUTs-1829,2022-12-25,9,8685.13,3,3,USD
QIDP-4657,2022-12-25,7,6023.22,1,1,EUR
DhcP-9264,2022-12-25,2,108.47,1,2,EUR
JezU-6048,2022-12-25,8,5846.6,2,2,USD
tkLW-4029,2022-12-25,8,415.49,1,1,GBP
joyz-4282,2022-12-25,6,4450.62,1,1,EUR
kesf-3214,2022-12-25,4,2068.98,3,3,USD
PjPH-0464,2022-12-25,8,756.53,4,4,USD
iSdd-1425,2022-12-25,4,2316.65,3,3,GBP
FqqV-5844,2022-12-25,3,1818.26,2,2,GBP
dbQE-0005,2022-12-25,6,860.28,3,3,USD
oLnE-4952,2022-12-25,9,8314.05,2,2,GBP
vBQD-6291,2022-12-25,4,1656.59,3,3,USD
vsRH-2960,2022-12-25,1,439.62,1,1,EUR
CqnW-1495,2022-12-25,7,7246.96,1,1,GBP
VssK-1055,2022-12-25,6,4619.65,1,1,GBP
JRVf-4313,2022-12-25,1,397.24,1,1,GBP
GSmB-5775,2022-12-25,8,2173.61,2,2,EUR
BvMp-9178,2022-12-25,8,2746.24,4,3,GBP
JEDL-6798,2022-12-25,4,4573.65,4,4,USD
olFd-0300,2022-12-25,6,2040.92,2,2,EUR
fboh-5937,2022-12-25,4,4823.56,1,1,USD
Qudx-2448,2022-12-25,4,675.13,3,3,GBP
pFXC-0459,2022-12-25,4,3730.22,3,1,USD
itrC-5597,2022-12-25,7,4797.06,3,4,GBP
Sxre-2030,2022-12-25,9,9725.86,4,4,USD
QuUl-8749,2022-12-25,2,2156.54,2,2,EUR
tyeC-2254,2022-12-25,5,2709.25,1,1,USD
srps-7972,2022-12-25,3,854.25,4,4,USD
xLCp-0759,2022-12-25,7,4438.45,4,4,USD
qdZH-9877,2022-12-25,6,6308.08,3,3,GBP
Pwga-7746,2022-12-25,2,286.62,1,1,GBP
nmSW-6668,2022-12-25,6,424.92,2,2,GBP
pQxM-8871,2022-12-25,0,0.0,4,4,GBP
EmjK-9178,2022-12-25,8,3641.53,4,4,USD
bhAn-0398,2022-12-25,10,3511.89,4,4,EUR
mKgk-2456,2022-12-25,9,8986.76,2,2,USD
iANi-3516,2022-12-25,3,1454.72,1,3,GBP
mgMq-8367,2022-12-25,5,1058.94,2,2,GBP
gipK-3736,2022-12-25,3,2886.28,2,2,GBP
Qckn-7988,2022-12-25,3,1320.73,2,3,EUR
XXGf-8148,2022-12-25,6,4097.02,2,2,EUR
Qcfv-0534,2022-12-25,1,241.5,2,4,USD
ByEE-7591,2022-12-25,8,4327.87,2,3,GBP
uaKQ-3184,2022-12-25,7,2805.14,1,3,USD
KaAC-7684,2022-12-25,9,6933.02,3,3,EUR
yNlO-5615,2022-12-25,4,1226.4,2,2,GBP
ZmiX-0179,2022-12-25,2,200.37,4,4,USD
KjCa-8653,2022-12-25,0,0.0,1,1,USD
YQtf-4263,2022-12-25,1,179.78,4,4,EUR
jpYY-1718,2022-12-25,6,174.99,2,2,GBP
jHXL-6684,2022-12-25,4,3744.73,1,1,GBP
PtAZ-7396,2022-12-25,7,8461.25,3,3,EUR
qJVw-4883,2022-12-25,0,0.0,2,2,GBP
xPlc-7505,2022-12-25,1,908.71,4,1,GBP
ffQc-3545,2022-12-25,9,3133.99,4,4,GBP
ENPS-8428,2022-12-25,9,371.06,1,1,GBP
ykBI-9130,2022-12-25,3,297.6,2,2,USD
Uxje-5116,2022-12-25,8,133.96,4,4,USD
cZvj-4585,2022-12-25,5,3359.68,4,4,GBP
pSMh-5512,2022-12-25,7,6939.93,2,2,GBP
rPXg-4909,2022-12-25,10,5940.01,1,1,USD
gceD-3109,2022-12-25,5,4685.32,2,2,GBP
iENE-7522,2022-12-25,9,4777.62,2,2,GBP
nOVR-9039,2022-12-25,3,1642.83,1,1,EUR
TmyU-6402,2022-12-25,1,498.37,3,3,GBP
TNhb-4983,2022-12-26,2,1003.57,1,1,EUR
EeGw-2311,2022-12-26,9,6083.46,2,2,GBP
TMCG-0242,2022-12-26,0,0.0,2,2,EUR
gIiQ-2116,2022-12-26,6,1076.71,2,2,GBP
cJWa-0807,2022-12-26,2,900.62,1,1,EUR
lWZz-9346,2022-12-26,1,214.9,1,1,GBP
gRXB-6769,2022-12-26,6,4371.53,4,4,GBP
FHDB-7612,2022-12-26,3,1483.58,1,1,GBP
PrAk-5848,2022-12-26,8,8248.14,1,1,EUR
aBYF-1453,2022-12-26,2,101.92,1,1,EUR
PZkY-5733,2022-12-26,5,5618.08,4,4,GBP
MFjW-4530,2022-12-26,4,4515.03,3,3,EUR
KnIO-4202,2022-12-26,9,4770.08,2,2,GBP
XuQi-1451,2022-12-26,10,1505.72,4,4,GBP
BXBD-2124,2022-12-26,7,3714.88,1,2,EUR
hQOf-3394,2022-12-26,4,2167.88,3,3,GBP
zaCb-2951,2022-12-26,4,69.71,4,4,EUR
hYGp-7829,2022-12-26,1,745.76,3,3,EUR
tAWl-3059,2022-12-26,8,8723.94,4,4,EUR
lmCx-8612,2022-12-26,4,2886.89,4,4,GBP
cNHs-9823,2022-12-26,0,0.0,4,4,EUR
JUty-1496,2022-12-26,10,12312.76,3,3,USD
UuJy-2778,2022-12-26,6,690.9,2,2,EUR
gjvV-5791,2022-12-26,9,1332.14,3,3,EUR
suOu-7663,2022-12-26,3,2589.56,3,4,GBP
cYGL-4043,2022-12-26,5,2273.42,3,3,EUR
IFMD-9485,2022-12-26,7,3553.16,1,1,GBP
ieuz-8185,2022-12-26,0,0.0,3,3,GBP
CfGy-8724,2022-12-26,10,6331.81,2,2,EUR
JkYE-9181,2022-12-26,1,314.48,1,1,GBP
RfpW-0883,2022-12-26,10,2210.17,1,1,USD
xbeQ-5457,2022-12-26,10,9426.76,4,4,EUR
QFlZ-8238,2022-12-26,2,191.45,3,3,GBP
gyuN-0507,2022-12-26,5,3034.64,3,3,EUR
fUTs-1829,2022-12-26,7,6281.42,2,2,USD
QIDP-4657,2022-12-26,8,6015.64,1,3,USD
DhcP-9264,2022-12-26,4,207.46,2,2,USD
JezU-6048,2022-12-26,0,0.0,2,2,GBP
tkLW-4029,2022-12-26,1,52.13,4,4,USD
joyz-4282,2022-12-26,3,1996.7,4,2,USD
kesf-3214,2022-12-26,3,1448.36,1,1,GBP
PjPH-0464,2022-12-26,8,686.29,2,2,EUR
iSdd-1425,2022-12-26,5,2901.46,2,2,USD
FqqV-5844,2022-12-26,3,1703.78,3,3,GBP
dbQE-0005,2022-12-26,4,579.15,1,1,USD
oLnE-4952,2022-12-26,9,8612.18,3,3,EUR
vBQD-6291,2022-12-26,5,2176.9,1,1,USD
vsRH-2960,2022-12-26,10,4072.83,2,1,USD
CqnW-1495,2022-12-26,10,10282.92,3,3,GBP
VssK-1055,2022-12-26,7,5428.02,2,2,USD
JRVf-4313,2022-12-26,10,3983.34,1,1,GBP
GSmB-5775,2022-12-26,4,989.16,2,2,GBP
BvMp-9178,2022-12-26,9,3416.05,4,4,USD
JEDL-6798,2022-12-26,9,10342.29,2,2,USD
olFd-0300,2022-12-26,10,3390.14,1,1,USD
fboh-5937,2022-12-26,0,0.0,4,4,EUR
Qudx-2448,2022-12-26,6,936.07,3,1,GBP
pFXC-0459,2022-12-26,10,8325.45,4,3,EUR
itrC-5597,2022-12-26,9,6796.74,2,1,EUR
Sxre-2030,2022-12-26,2,2130.47,1,1,EUR
QuUl-8749,2022-12-26,7,8203.85,1,3,GBP
tyeC-2254,2022-12-26,10,5460.55,2,2,USD
srps-7972,2022-12-26,9,2469.0,4,4,USD
xLCp-0759,2022-12-26,8,5110.72,1,1,EUR
qdZH-9877,2022-12-26,1,1158.83,1,1,USD
Pwga-7746,2022-12-26,5,631.06,1,1,USD
nmSW-6668,2022-12-26,9,629.84,1,1,GBP
pQxM-8871,2022-12-26,9,5833.36,1,1,USD
EmjK-9178,2022-12-26,10,4684.02,4,4,EUR
bhAn-0398,2022-12-26,2,766.15,3,3,GBP
mKgk-2456,2022-12-26,10,10041.53,4,4,EUR
iANi-3516,2022-12-26,8,3820.27,1,1,EUR
mgMq-8367,2022-12-26,2,455.23,2,2,GBP
gipK-3736,2022-12-26,1,902.27,1,1,EUR
Qckn-7988,2022-12-26,7,3282.48,2,2,EUR
XXGf-8148,2022-12-26,6,4509.02,1,1,USD
Qcfv-0534,2022-12-26,2,468.08,1,1,GBP
ByEE-7591,2022-12-26,10,4733.93,2,2,GBP
uaKQ-3184,2022-12-26,2,757.55,2,2,GBP
KaAC-7684,2022-12-26,0,0.0,4,4,GBP
yNlO-5615,2022-12-26,0,0.0,1,1,USD
ZmiX-0179,2022-12-26,6,600.21,1,2,EUR
KjCa-8653,2022-12-26,10,6363.96,4,4,EUR
YQtf-4263,2022-12-26,1,204.06,4,4,USD
jpYY-1718,2022-12-26,6,177.88,3,1,EUR
jHXL-6684,2022-12-26,10,11025.67,1,1,USD
PtAZ-7396,2022-12-26,0,0.0,4,4,EUR
qJVw-4883,2022-12-26,10,6393.21,3,3,GBP
xPlc-7505,2022-12-26,6,5190.01,4,4,GBP
ffQc-3545,2022-12-26,2,642.7,3,3,GBP
ENPS-8428,2022-12-26,9,381.22,1,1,GBP
ykBI-9130,2022-12-26,4,386.35,4,4,USD
Uxje-5116,2022-12-26,0,0.0,4,4,EUR
cZvj-4585,2022-12-26,0,0.0,2,3,EUR
pSMh-5512,2022-12-26,4,3892.33,2,2,USD
rPXg-4909,2022-12-26,6,3245.72,4,2,EUR
gceD-3109,2022-12-26,2,1743.72,4,4,EUR
iENE-7522,2022-12-26,1,603.69,2,1,EUR
nOVR-9039,2022-12-26,6,3514.22,1,1,EUR
TmyU-6402,2022-12-26,3,1528.08,3,3,EUR
TNhb-4983,2022-12-27,7,2986.66,2,2,USD
EeGw-2311,2022-12-27,0,0.0,1,1,GBP
TMCG-0242,2022-12-27,4,814.59,3,3,USD
gIiQ-2116,2022-12-27,0,0.0,2,2,GBP
cJWa-0807,2022-12-27,5,2164.57,4,4,EUR
lWZz-9346,2022-12-27,4,841.58,4,4,GBP
gRXB-6769,2022-12-27,8,5536.5,2,1,EUR
FHDB-7612,2022-12-27,8,3782.37,1,1,GBP
PrAk-5848,2022-12-27,5,5675.72,3,3,GBP
aBYF-1453,2022-12-27,3,130.55,2,2,GBP
PZkY-5733,2022-12-27,4,4140.85,4,4,USD
MFjW-4530,2022-12-27,9,10555.15,2,2,EUR
KnIO-4202,2022-12-27,0,0.0,3,3,USD
XuQi-1451,2022-12-27,8,1165.51,4,4,EUR
BXBD-2124,2022-12-27,5,2598.51,4,4,EUR
hQOf-3394,2022-12-27,2,1106.51,1,1,EUR
