Date,RetailDayOfYear,RetailMonth,RetailYear,RetailWeek,RetailSemester,RetailMonthEnd,RetailWeekEnd,RetailSemesterEnd,IsWeekend,RetailYearStartPrev,MonthName,MonthAbbr
2021-07-21,171,6,2021,25,1,,2021-07-25,2021-08-01,False,2020-02-03,July,Jul
2021-07-22,172,6,2021,25,1,,2021-07-25,2021-08-01,False,2020-02-03,July,Jul
2021-07-23,173,6,2021,25,1,,2021-07-25,2021-08-01,False,2020-02-03,July,Jul
2021-07-24,174,6,2021,25,1,,2021-07-25,2021-08-01,True,2020-02-03,July,Jul
2021-07-25,175,6,2021,25,1,,2021-07-25,2021-08-01,False,2020-02-03,July,Jul
2021-07-26,176,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,July,Jul
2021-07-27,177,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,July,Jul
2021-07-28,178,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,July,Jul
2021-07-29,179,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,July,Jul
2021-07-30,180,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,July,Jul
2021-07-31,181,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,True,2020-02-03,July,Jul
2021-08-01,182,6,2021,26,1,2021-08-01,2021-08-01,2021-08-01,False,2020-02-03,August,Aug
2021-08-02,183,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-03,184,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-04,185,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-05,186,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-06,187,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-07,188,7,2021,27,2,,2021-08-08,2022-01-30,True,2020-02-03,August,Aug
2021-08-08,189,7,2021,27,2,,2021-08-08,2022-01-30,False,2020-02-03,August,Aug
2021-08-09,190,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-10,191,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-11,192,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-12,193,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-13,194,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-14,195,7,2021,28,2,,2021-08-15,2022-01-30,True,2020-02-03,August,Aug
2021-08-15,196,7,2021,28,2,,2021-08-15,2022-01-30,False,2020-02-03,August,Aug
2021-08-16,197,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-17,198,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-18,199,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-19,200,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-20,201,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-21,202,7,2021,29,2,,2021-08-22,2022-01-30,True,2020-02-03,August,Aug
2021-08-22,203,7,2021,29,2,,2021-08-22,2022-01-30,False,2020-02-03,August,Aug
2021-08-23,204,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-24,205,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-25,206,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-26,207,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-27,208,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-28,209,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,True,2020-02-03,August,Aug
2021-08-29,210,7,2021,30,2,2021-08-29,2021-08-29,2022-01-30,False,2020-02-03,August,Aug
2021-08-30,211,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,August,Aug
2021-08-31,212,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,August,Aug
2021-09-01,213,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,September,Sep
2021-09-02,214,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,September,Sep
2021-09-03,215,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,September,Sep
2021-09-04,216,8,2021,31,2,,2021-09-05,2022-01-30,True,2020-02-03,September,Sep
2021-09-05,217,8,2021,31,2,,2021-09-05,2022-01-30,False,2020-02-03,September,Sep
2021-09-06,218,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-07,219,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-08,220,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-09,221,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-10,222,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-11,223,8,2021,32,2,,2021-09-12,2022-01-30,True,2020-02-03,September,Sep
2021-09-12,224,8,2021,32,2,,2021-09-12,2022-01-30,False,2020-02-03,September,Sep
2021-09-13,225,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-14,226,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-15,227,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-16,228,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-17,229,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-18,230,8,2021,33,2,,2021-09-19,2022-01-30,True,2020-02-03,September,Sep
2021-09-19,231,8,2021,33,2,,2021-09-19,2022-01-30,False,2020-02-03,September,Sep
2021-09-20,232,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-21,233,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-22,234,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-23,235,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-24,236,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-25,237,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,True,2020-02-03,September,Sep
2021-09-26,238,8,2021,34,2,2021-09-26,2021-09-26,2022-01-30,False,2020-02-03,September,Sep
2021-09-27,239,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,September,Sep
2021-09-28,240,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,September,Sep
2021-09-29,241,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,September,Sep
2021-09-30,242,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,September,Sep
2021-10-01,243,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,October,Oct
2021-10-02,244,9,2021,35,2,,2021-10-03,2022-01-30,True,2020-02-03,October,Oct
2021-10-03,245,9,2021,35,2,,2021-10-03,2022-01-30,False,2020-02-03,October,Oct
2021-10-04,246,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-05,247,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-06,248,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-07,249,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-08,250,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-09,251,9,2021,36,2,,2021-10-10,2022-01-30,True,2020-02-03,October,Oct
2021-10-10,252,9,2021,36,2,,2021-10-10,2022-01-30,False,2020-02-03,October,Oct
2021-10-11,253,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-12,254,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-13,255,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-14,256,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-15,257,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-16,258,9,2021,37,2,,2021-10-17,2022-01-30,True,2020-02-03,October,Oct
2021-10-17,259,9,2021,37,2,,2021-10-17,2022-01-30,False,2020-02-03,October,Oct
2021-10-18,260,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-19,261,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-20,262,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-21,263,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-22,264,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-23,265,9,2021,38,2,,2021-10-24,2022-01-30,True,2020-02-03,October,Oct
2021-10-24,266,9,2021,38,2,,2021-10-24,2022-01-30,False,2020-02-03,October,Oct
2021-10-25,267,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-10-26,268,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-10-27,269,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-10-28,270,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-10-29,271,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-10-30,272,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,True,2020-02-03,October,Oct
2021-10-31,273,9,2021,39,2,2021-10-31,2021-10-31,2022-01-30,False,2020-02-03,October,Oct
2021-11-01,274,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-02,275,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-03,276,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-04,277,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-05,278,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-06,279,10,2021,40,2,,2021-11-07,2022-01-30,True,2020-02-03,November,Nov
2021-11-07,280,10,2021,40,2,,2021-11-07,2022-01-30,False,2020-02-03,November,Nov
2021-11-08,281,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-09,282,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-10,283,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-11,284,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-12,285,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-13,286,10,2021,41,2,,2021-11-14,2022-01-30,True,2020-02-03,November,Nov
2021-11-14,287,10,2021,41,2,,2021-11-14,2022-01-30,False,2020-02-03,November,Nov
2021-11-15,288,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-16,289,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-17,290,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-18,291,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-19,292,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-20,293,10,2021,42,2,,2021-11-21,2022-01-30,True,2020-02-03,November,Nov
2021-11-21,294,10,2021,42,2,,2021-11-21,2022-01-30,False,2020-02-03,November,Nov
2021-11-22,295,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-23,296,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-24,297,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-25,298,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-26,299,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-27,300,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,True,2020-02-03,November,Nov
2021-11-28,301,10,2021,43,2,2021-11-28,2021-11-28,2022-01-30,False,2020-02-03,November,Nov
2021-11-29,302,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,November,Nov
2021-11-30,303,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,November,Nov
2021-12-01,304,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,December,Dec
2021-12-02,305,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,December,Dec
2021-12-03,306,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,December,Dec
2021-12-04,307,11,2021,44,2,,2021-12-05,2022-01-30,True,2020-02-03,December,Dec
2021-12-05,308,11,2021,44,2,,2021-12-05,2022-01-30,False,2020-02-03,December,Dec
2021-12-06,309,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-07,310,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-08,311,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-09,312,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-10,313,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-11,314,11,2021,45,2,,2021-12-12,2022-01-30,True,2020-02-03,December,Dec
2021-12-12,315,11,2021,45,2,,2021-12-12,2022-01-30,False,2020-02-03,December,Dec
2021-12-13,316,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-14,317,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-15,318,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-16,319,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-17,320,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-18,321,11,2021,46,2,,2021-12-19,2022-01-30,True,2020-02-03,December,Dec
2021-12-19,322,11,2021,46,2,,2021-12-19,2022-01-30,False,2020-02-03,December,Dec
2021-12-20,323,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-21,324,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-22,325,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-23,326,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-24,327,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-25,328,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,True,2020-02-03,December,Dec
2021-12-26,329,11,2021,47,2,2021-12-26,2021-12-26,2022-01-30,False,2020-02-03,December,Dec
2021-12-27,330,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,December,Dec
2021-12-28,331,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,December,Dec
2021-12-29,332,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,December,Dec
2021-12-30,333,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,December,Dec
2021-12-31,334,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,December,Dec
2022-01-01,335,12,2021,48,2,,2022-01-02,2022-01-30,True,2020-02-03,January,Jan
2022-01-02,336,12,2021,48,2,,2022-01-02,2022-01-30,False,2020-02-03,January,Jan
2022-01-03,337,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-04,338,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-05,339,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-06,340,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-07,341,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-08,342,12,2021,49,2,,2022-01-09,2022-01-30,True,2020-02-03,January,Jan
2022-01-09,343,12,2021,49,2,,2022-01-09,2022-01-30,False,2020-02-03,January,Jan
2022-01-10,344,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-11,345,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-12,346,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-13,347,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-14,348,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-15,349,12,2021,50,2,,2022-01-16,2022-01-30,True,2020-02-03,January,Jan
2022-01-16,350,12,2021,50,2,,2022-01-16,2022-01-30,False,2020-02-03,January,Jan
2022-01-17,351,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-18,352,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-19,353,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-20,354,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-21,355,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-22,356,12,2021,51,2,,2022-01-23,2022-01-30,True,2020-02-03,January,Jan
2022-01-23,357,12,2021,51,2,,2022-01-23,2022-01-30,False,2020-02-03,January,Jan
2022-01-24,358,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-01-25,359,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-01-26,360,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-01-27,361,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-01-28,362,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-01-29,363,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,True,2020-02-03,January,Jan
2022-01-30,364,12,2021,52,2,2022-01-30,2022-01-30,2022-01-30,False,2020-02-03,January,Jan
2022-02-07,1,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-08,2,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-09,3,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-10,4,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-11,5,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-12,6,1,2022,1,1,,2022-02-13,2022-08-07,True,2021-02-01,February,Feb
2022-02-13,7,1,2022,1,1,,2022-02-13,2022-08-07,False,2021-02-01,February,Feb
2022-02-14,8,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-15,9,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-16,10,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-17,11,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-18,12,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-19,13,1,2022,2,1,,2022-02-20,2022-08-07,True,2021-02-01,February,Feb
2022-02-20,14,1,2022,2,1,,2022-02-20,2022-08-07,False,2021-02-01,February,Feb
2022-02-21,15,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-22,16,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-23,17,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-24,18,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-25,19,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-26,20,1,2022,3,1,,2022-02-27,2022-08-07,True,2021-02-01,February,Feb
2022-02-27,21,1,2022,3,1,,2022-02-27,2022-08-07,False,2021-02-01,February,Feb
2022-02-28,22,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,February,Feb
2022-03-01,23,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,March,Mar
2022-03-02,24,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,March,Mar
2022-03-03,25,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,March,Mar
2022-03-04,26,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,March,Mar
2022-03-05,27,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,True,2021-02-01,March,Mar
2022-03-06,28,1,2022,4,1,2022-03-06,2022-03-06,2022-08-07,False,2021-02-01,March,Mar
2022-03-07,29,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-08,30,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-09,31,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-10,32,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-11,33,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-12,34,2,2022,5,1,,2022-03-13,2022-08-07,True,2021-02-01,March,Mar
2022-03-13,35,2,2022,5,1,,2022-03-13,2022-08-07,False,2021-02-01,March,Mar
2022-03-14,36,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-15,37,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-16,38,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-17,39,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-18,40,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-19,41,2,2022,6,1,,2022-03-20,2022-08-07,True,2021-02-01,March,Mar
2022-03-20,42,2,2022,6,1,,2022-03-20,2022-08-07,False,2021-02-01,March,Mar
2022-03-21,43,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-22,44,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-23,45,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-24,46,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-25,47,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-26,48,2,2022,7,1,,2022-03-27,2022-08-07,True,2021-02-01,March,Mar
2022-03-27,49,2,2022,7,1,,2022-03-27,2022-08-07,False,2021-02-01,March,Mar
2022-03-28,50,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,March,Mar
2022-03-29,51,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,March,Mar
2022-03-30,52,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,March,Mar
2022-03-31,53,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,March,Mar
2022-04-01,54,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,April,Apr
2022-04-02,55,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,True,2021-02-01,April,Apr
2022-04-03,56,2,2022,8,1,2022-04-03,2022-04-03,2022-08-07,False,2021-02-01,April,Apr
2022-04-04,57,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-05,58,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-06,59,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-07,60,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-08,61,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-09,62,3,2022,9,1,,2022-04-10,2022-08-07,True,2021-02-01,April,Apr
2022-04-10,63,3,2022,9,1,,2022-04-10,2022-08-07,False,2021-02-01,April,Apr
2022-04-11,64,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-12,65,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-13,66,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-14,67,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-15,68,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-16,69,3,2022,10,1,,2022-04-17,2022-08-07,True,2021-02-01,April,Apr
2022-04-17,70,3,2022,10,1,,2022-04-17,2022-08-07,False,2021-02-01,April,Apr
2022-04-18,71,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-19,72,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-20,73,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-21,74,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-22,75,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-23,76,3,2022,11,1,,2022-04-24,2022-08-07,True,2021-02-01,April,Apr
2022-04-24,77,3,2022,11,1,,2022-04-24,2022-08-07,False,2021-02-01,April,Apr
2022-04-25,78,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,April,Apr
2022-04-26,79,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,April,Apr
2022-04-27,80,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,April,Apr
2022-04-28,81,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,April,Apr
2022-04-29,82,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,April,Apr
2022-04-30,83,3,2022,12,1,,2022-05-01,2022-08-07,True,2021-02-01,April,Apr
2022-05-01,84,3,2022,12,1,,2022-05-01,2022-08-07,False,2021-02-01,May,May
2022-05-02,85,3,2022,13,1,2022-05-08,2022-05-08,2022-08-07,False,2021-02-01,May,May
2022-05-03,86,3,2022,13,1,2022-05-08,2022-05-08,2022-08-07,False,2021-02-01,May,May
2022-05-04,87,3,2022,13,1,2022-05-08,2022-05-08,2022-08-07,False,2021-02-01,May,May
